Plot Title: Utsjoki 2020-2021;;;;;;;
#;Date Time, GMT+03:00;Temp, °C (LGR S/N: 10754832, SEN S/N: 10754832);Coupler Detached (LGR S/N: 10754832);Coupler Attached (LGR S/N: 10754832);Host Connected (LGR S/N: 10754832);Stopped (LGR S/N: 10754832);End Of File (LGR S/N: 10754832)
3203;01.26.21 klo 12.00.00 ap.;0.024;;;;;
3204;01.26.21 klo 01.00.00 ap.;0.024;;;;;
3205;01.26.21 klo 02.00.00 ap.;0.024;;;;;
3206;01.26.21 klo 03.00.00 ap.;0.024;;;;;
3207;01.26.21 klo 04.00.00 ap.;0.024;;;;;
3208;01.26.21 klo 05.00.00 ap.;0.024;;;;;
3209;01.26.21 klo 06.00.00 ap.;0.024;;;;;
3210;01.26.21 klo 07.00.00 ap.;0.024;;;;;
3211;01.26.21 klo 08.00.00 ap.;0.024;;;;;
3212;01.26.21 klo 09.00.00 ap.;0.024;;;;;
3213;01.26.21 klo 10.00.00 ap.;0.024;;;;;
3214;01.26.21 klo 11.00.00 ap.;0.024;;;;;
3215;01.26.21 klo 12.00.00 ip.;0.024;;;;;
3216;01.26.21 klo 01.00.00 ip.;0.024;;;;;
3217;01.26.21 klo 02.00.00 ip.;0.024;;;;;
3218;01.26.21 klo 03.00.00 ip.;0.024;;;;;
3219;01.26.21 klo 04.00.00 ip.;0.024;;;;;
3220;01.26.21 klo 05.00.00 ip.;0.024;;;;;
3221;01.26.21 klo 06.00.00 ip.;0.024;;;;;
3222;01.26.21 klo 07.00.00 ip.;0.024;;;;;
3223;01.26.21 klo 08.00.00 ip.;0.024;;;;;
3224;01.26.21 klo 09.00.00 ip.;0.024;;;;;
3225;01.26.21 klo 10.00.00 ip.;0.024;;;;;
3226;01.26.21 klo 11.00.00 ip.;0.024;;;;;
3227;01.27.21 klo 12.00.00 ap.;0.024;;;;;
3228;01.27.21 klo 01.00.00 ap.;0.024;;;;;
3229;01.27.21 klo 02.00.00 ap.;0.024;;;;;
3230;01.27.21 klo 03.00.00 ap.;0.024;;;;;
3231;01.27.21 klo 04.00.00 ap.;0.024;;;;;
3232;01.27.21 klo 05.00.00 ap.;0.024;;;;;
3233;01.27.21 klo 06.00.00 ap.;0.024;;;;;
3234;01.27.21 klo 07.00.00 ap.;0.024;;;;;
3235;01.27.21 klo 08.00.00 ap.;0.024;;;;;
3236;01.27.21 klo 09.00.00 ap.;0.024;;;;;
3237;01.27.21 klo 10.00.00 ap.;0.024;;;;;
3238;01.27.21 klo 11.00.00 ap.;0.024;;;;;
3239;01.27.21 klo 12.00.00 ip.;0.024;;;;;
3240;01.27.21 klo 01.00.00 ip.;0.024;;;;;
3241;01.27.21 klo 02.00.00 ip.;0.024;;;;;
3242;01.27.21 klo 03.00.00 ip.;0.024;;;;;
3243;01.27.21 klo 04.00.00 ip.;0.024;;;;;
3244;01.27.21 klo 05.00.00 ip.;0.024;;;;;
3245;01.27.21 klo 06.00.00 ip.;0.024;;;;;
3246;01.27.21 klo 07.00.00 ip.;0.024;;;;;
3247;01.27.21 klo 08.00.00 ip.;0.024;;;;;
3248;01.27.21 klo 09.00.00 ip.;0.024;;;;;
3249;01.27.21 klo 10.00.00 ip.;0.024;;;;;
3250;01.27.21 klo 11.00.00 ip.;0.024;;;;;
3251;01.28.21 klo 12.00.00 ap.;0.024;;;;;
3252;01.28.21 klo 01.00.00 ap.;0.024;;;;;
3253;01.28.21 klo 02.00.00 ap.;0.024;;;;;
3254;01.28.21 klo 03.00.00 ap.;0.024;;;;;
3255;01.28.21 klo 04.00.00 ap.;0.024;;;;;
3256;01.28.21 klo 05.00.00 ap.;0.024;;;;;
3257;01.28.21 klo 06.00.00 ap.;0.024;;;;;
3258;01.28.21 klo 07.00.00 ap.;0.024;;;;;
3259;01.28.21 klo 08.00.00 ap.;0.024;;;;;
3260;01.28.21 klo 09.00.00 ap.;0.024;;;;;
3261;01.28.21 klo 10.00.00 ap.;0.024;;;;;
3262;01.28.21 klo 11.00.00 ap.;0.024;;;;;
3263;01.28.21 klo 12.00.00 ip.;0.024;;;;;
3264;01.28.21 klo 01.00.00 ip.;0.024;;;;;
3265;01.28.21 klo 02.00.00 ip.;0.024;;;;;
3266;01.28.21 klo 03.00.00 ip.;0.024;;;;;
3267;01.28.21 klo 04.00.00 ip.;0.024;;;;;
3268;01.28.21 klo 05.00.00 ip.;0.024;;;;;
3269;01.28.21 klo 06.00.00 ip.;0.024;;;;;
3270;01.28.21 klo 07.00.00 ip.;0.024;;;;;
3271;01.28.21 klo 08.00.00 ip.;0.024;;;;;
3272;01.28.21 klo 09.00.00 ip.;0.024;;;;;
3273;01.28.21 klo 10.00.00 ip.;0.024;;;;;
3274;01.28.21 klo 11.00.00 ip.;0.024;;;;;
3275;01.29.21 klo 12.00.00 ap.;0.024;;;;;
3276;01.29.21 klo 01.00.00 ap.;0.024;;;;;
3277;01.29.21 klo 02.00.00 ap.;0.024;;;;;
3278;01.29.21 klo 03.00.00 ap.;0.024;;;;;
3279;01.29.21 klo 04.00.00 ap.;0.024;;;;;
3280;01.29.21 klo 05.00.00 ap.;0.024;;;;;
3281;01.29.21 klo 06.00.00 ap.;0.024;;;;;
3282;01.29.21 klo 07.00.00 ap.;0.024;;;;;
3283;01.29.21 klo 08.00.00 ap.;0.024;;;;;
3284;01.29.21 klo 09.00.00 ap.;0.024;;;;;
3285;01.29.21 klo 10.00.00 ap.;0.024;;;;;
3286;01.29.21 klo 11.00.00 ap.;0.024;;;;;
3287;01.29.21 klo 12.00.00 ip.;0.024;;;;;
3288;01.29.21 klo 01.00.00 ip.;0.024;;;;;
3289;01.29.21 klo 02.00.00 ip.;0.024;;;;;
3290;01.29.21 klo 03.00.00 ip.;0.024;;;;;
3291;01.29.21 klo 04.00.00 ip.;0.024;;;;;
3292;01.29.21 klo 05.00.00 ip.;0.024;;;;;
3293;01.29.21 klo 06.00.00 ip.;0.024;;;;;
3294;01.29.21 klo 07.00.00 ip.;0.024;;;;;
3295;01.29.21 klo 08.00.00 ip.;0.024;;;;;
3296;01.29.21 klo 09.00.00 ip.;0.024;;;;;
3297;01.29.21 klo 10.00.00 ip.;0.024;;;;;
3298;01.29.21 klo 11.00.00 ip.;0.024;;;;;
3299;01.30.21 klo 12.00.00 ap.;0.024;;;;;
3300;01.30.21 klo 01.00.00 ap.;0.024;;;;;
3301;01.30.21 klo 02.00.00 ap.;0.024;;;;;
3302;01.30.21 klo 03.00.00 ap.;0.024;;;;;
3303;01.30.21 klo 04.00.00 ap.;0.024;;;;;
3304;01.30.21 klo 05.00.00 ap.;0.024;;;;;
3305;01.30.21 klo 06.00.00 ap.;0.024;;;;;
3306;01.30.21 klo 07.00.00 ap.;0.024;;;;;
3307;01.30.21 klo 08.00.00 ap.;0.024;;;;;
3308;01.30.21 klo 09.00.00 ap.;0.024;;;;;
3309;01.30.21 klo 10.00.00 ap.;0.024;;;;;
3310;01.30.21 klo 11.00.00 ap.;0.024;;;;;
3311;01.30.21 klo 12.00.00 ip.;0.024;;;;;
3312;01.30.21 klo 01.00.00 ip.;0.024;;;;;
3313;01.30.21 klo 02.00.00 ip.;0.024;;;;;
3314;01.30.21 klo 03.00.00 ip.;0.024;;;;;
3315;01.30.21 klo 04.00.00 ip.;0.024;;;;;
3316;01.30.21 klo 05.00.00 ip.;0.024;;;;;
3317;01.30.21 klo 06.00.00 ip.;0.024;;;;;
3318;01.30.21 klo 07.00.00 ip.;0.024;;;;;
3319;01.30.21 klo 08.00.00 ip.;0.024;;;;;
3320;01.30.21 klo 09.00.00 ip.;0.024;;;;;
3321;01.30.21 klo 10.00.00 ip.;0.024;;;;;
3322;01.30.21 klo 11.00.00 ip.;0.024;;;;;
3323;01.31.21 klo 12.00.00 ap.;0.024;;;;;
3324;01.31.21 klo 01.00.00 ap.;0.024;;;;;
3325;01.31.21 klo 02.00.00 ap.;0.024;;;;;
3326;01.31.21 klo 03.00.00 ap.;0.024;;;;;
3327;01.31.21 klo 04.00.00 ap.;0.024;;;;;
3328;01.31.21 klo 05.00.00 ap.;0.024;;;;;
3329;01.31.21 klo 06.00.00 ap.;0.024;;;;;
3330;01.31.21 klo 07.00.00 ap.;0.024;;;;;
3331;01.31.21 klo 08.00.00 ap.;0.024;;;;;
3332;01.31.21 klo 09.00.00 ap.;0.024;;;;;
3333;01.31.21 klo 10.00.00 ap.;0.024;;;;;
3334;01.31.21 klo 11.00.00 ap.;0.024;;;;;
3335;01.31.21 klo 12.00.00 ip.;0.024;;;;;
3336;01.31.21 klo 01.00.00 ip.;0.024;;;;;
3337;01.31.21 klo 02.00.00 ip.;0.024;;;;;
3338;01.31.21 klo 03.00.00 ip.;0.024;;;;;
3339;01.31.21 klo 04.00.00 ip.;0.024;;;;;
3340;01.31.21 klo 05.00.00 ip.;0.024;;;;;
3341;01.31.21 klo 06.00.00 ip.;0.024;;;;;
3342;01.31.21 klo 07.00.00 ip.;0.024;;;;;
3343;01.31.21 klo 08.00.00 ip.;0.024;;;;;
3344;01.31.21 klo 09.00.00 ip.;0.024;;;;;
3345;01.31.21 klo 10.00.00 ip.;0.024;;;;;
3346;01.31.21 klo 11.00.00 ip.;0.024;;;;;
3347;02.01.21 klo 12.00.00 ap.;0.024;;;;;
3348;02.01.21 klo 01.00.00 ap.;0.024;;;;;
3349;02.01.21 klo 02.00.00 ap.;0.024;;;;;
3350;02.01.21 klo 03.00.00 ap.;0.024;;;;;
3351;02.01.21 klo 04.00.00 ap.;0.024;;;;;
3352;02.01.21 klo 05.00.00 ap.;0.024;;;;;
3353;02.01.21 klo 06.00.00 ap.;0.024;;;;;
3354;02.01.21 klo 07.00.00 ap.;0.024;;;;;
3355;02.01.21 klo 08.00.00 ap.;0.024;;;;;
3356;02.01.21 klo 09.00.00 ap.;0.024;;;;;
3357;02.01.21 klo 10.00.00 ap.;0.024;;;;;
3358;02.01.21 klo 11.00.00 ap.;0.024;;;;;
3359;02.01.21 klo 12.00.00 ip.;0.024;;;;;
3360;02.01.21 klo 01.00.00 ip.;0.024;;;;;
3361;02.01.21 klo 02.00.00 ip.;0.024;;;;;
3362;02.01.21 klo 03.00.00 ip.;0.024;;;;;
3363;02.01.21 klo 04.00.00 ip.;0.024;;;;;
3364;02.01.21 klo 05.00.00 ip.;0.024;;;;;
3365;02.01.21 klo 06.00.00 ip.;0.024;;;;;
3366;02.01.21 klo 07.00.00 ip.;0.024;;;;;
3367;02.01.21 klo 08.00.00 ip.;0.024;;;;;
3368;02.01.21 klo 09.00.00 ip.;0.024;;;;;
3369;02.01.21 klo 10.00.00 ip.;0.024;;;;;
3370;02.01.21 klo 11.00.00 ip.;0.024;;;;;
3371;02.02.21 klo 12.00.00 ap.;0.024;;;;;
3372;02.02.21 klo 01.00.00 ap.;0.024;;;;;
3373;02.02.21 klo 02.00.00 ap.;0.024;;;;;
3374;02.02.21 klo 03.00.00 ap.;0.024;;;;;
3375;02.02.21 klo 04.00.00 ap.;0.024;;;;;
3376;02.02.21 klo 05.00.00 ap.;0.024;;;;;
3377;02.02.21 klo 06.00.00 ap.;0.024;;;;;
3378;02.02.21 klo 07.00.00 ap.;0.024;;;;;
3379;02.02.21 klo 08.00.00 ap.;0.024;;;;;
3380;02.02.21 klo 09.00.00 ap.;0.024;;;;;
3381;02.02.21 klo 10.00.00 ap.;0.024;;;;;
3382;02.02.21 klo 11.00.00 ap.;0.024;;;;;
3383;02.02.21 klo 12.00.00 ip.;0.024;;;;;
3384;02.02.21 klo 01.00.00 ip.;0.024;;;;;
3385;02.02.21 klo 02.00.00 ip.;0.024;;;;;
3386;02.02.21 klo 03.00.00 ip.;0.024;;;;;
3387;02.02.21 klo 04.00.00 ip.;0.024;;;;;
3388;02.02.21 klo 05.00.00 ip.;0.024;;;;;
3389;02.02.21 klo 06.00.00 ip.;0.024;;;;;
3390;02.02.21 klo 07.00.00 ip.;0.024;;;;;
3391;02.02.21 klo 08.00.00 ip.;0.024;;;;;
3392;02.02.21 klo 09.00.00 ip.;0.024;;;;;
3393;02.02.21 klo 10.00.00 ip.;0.024;;;;;
3394;02.02.21 klo 11.00.00 ip.;0.024;;;;;
3395;02.03.21 klo 12.00.00 ap.;0.024;;;;;
3396;02.03.21 klo 01.00.00 ap.;0.024;;;;;
3397;02.03.21 klo 02.00.00 ap.;0.024;;;;;
3398;02.03.21 klo 03.00.00 ap.;0.024;;;;;
3399;02.03.21 klo 04.00.00 ap.;0.024;;;;;
3400;02.03.21 klo 05.00.00 ap.;0.024;;;;;
3401;02.03.21 klo 06.00.00 ap.;0.024;;;;;
3402;02.03.21 klo 07.00.00 ap.;0.024;;;;;
3403;02.03.21 klo 08.00.00 ap.;0.024;;;;;
3404;02.03.21 klo 09.00.00 ap.;0.024;;;;;
3405;02.03.21 klo 10.00.00 ap.;0.024;;;;;
3406;02.03.21 klo 11.00.00 ap.;0.024;;;;;
3407;02.03.21 klo 12.00.00 ip.;0.024;;;;;
3408;02.03.21 klo 01.00.00 ip.;0.024;;;;;
3409;02.03.21 klo 02.00.00 ip.;0.024;;;;;
3410;02.03.21 klo 03.00.00 ip.;0.024;;;;;
3411;02.03.21 klo 04.00.00 ip.;0.024;;;;;
3412;02.03.21 klo 05.00.00 ip.;0.024;;;;;
3413;02.03.21 klo 06.00.00 ip.;0.024;;;;;
3414;02.03.21 klo 07.00.00 ip.;0.024;;;;;
3415;02.03.21 klo 08.00.00 ip.;0.024;;;;;
3416;02.03.21 klo 09.00.00 ip.;0.024;;;;;
3417;02.03.21 klo 10.00.00 ip.;0.024;;;;;
3418;02.03.21 klo 11.00.00 ip.;0.024;;;;;
3419;02.04.21 klo 12.00.00 ap.;0.024;;;;;
3420;02.04.21 klo 01.00.00 ap.;0.024;;;;;
3421;02.04.21 klo 02.00.00 ap.;0.024;;;;;
3422;02.04.21 klo 03.00.00 ap.;0.024;;;;;
3423;02.04.21 klo 04.00.00 ap.;0.024;;;;;
3424;02.04.21 klo 05.00.00 ap.;0.024;;;;;
3425;02.04.21 klo 06.00.00 ap.;0.024;;;;;
3426;02.04.21 klo 07.00.00 ap.;0.024;;;;;
3427;02.04.21 klo 08.00.00 ap.;0.024;;;;;
3428;02.04.21 klo 09.00.00 ap.;0.024;;;;;
3429;02.04.21 klo 10.00.00 ap.;0.024;;;;;
3430;02.04.21 klo 11.00.00 ap.;0.024;;;;;
3431;02.04.21 klo 12.00.00 ip.;0.024;;;;;
3432;02.04.21 klo 01.00.00 ip.;0.024;;;;;
3433;02.04.21 klo 02.00.00 ip.;0.024;;;;;
3434;02.04.21 klo 03.00.00 ip.;0.024;;;;;
3435;02.04.21 klo 04.00.00 ip.;0.024;;;;;
3436;02.04.21 klo 05.00.00 ip.;0.024;;;;;
3437;02.04.21 klo 06.00.00 ip.;0.024;;;;;
3438;02.04.21 klo 07.00.00 ip.;0.024;;;;;
3439;02.04.21 klo 08.00.00 ip.;0.024;;;;;
3440;02.04.21 klo 09.00.00 ip.;0.024;;;;;
3441;02.04.21 klo 10.00.00 ip.;0.024;;;;;
3442;02.04.21 klo 11.00.00 ip.;0.024;;;;;
3443;02.05.21 klo 12.00.00 ap.;0.024;;;;;
3444;02.05.21 klo 01.00.00 ap.;0.024;;;;;
3445;02.05.21 klo 02.00.00 ap.;0.024;;;;;
3446;02.05.21 klo 03.00.00 ap.;0.024;;;;;
3447;02.05.21 klo 04.00.00 ap.;0.024;;;;;
3448;02.05.21 klo 05.00.00 ap.;0.024;;;;;
3449;02.05.21 klo 06.00.00 ap.;0.024;;;;;
3450;02.05.21 klo 07.00.00 ap.;0.024;;;;;
3451;02.05.21 klo 08.00.00 ap.;0.024;;;;;
3452;02.05.21 klo 09.00.00 ap.;0.024;;;;;
3453;02.05.21 klo 10.00.00 ap.;0.024;;;;;
3454;02.05.21 klo 11.00.00 ap.;0.024;;;;;
3455;02.05.21 klo 12.00.00 ip.;0.024;;;;;
3456;02.05.21 klo 01.00.00 ip.;0.024;;;;;
3457;02.05.21 klo 02.00.00 ip.;0.024;;;;;
3458;02.05.21 klo 03.00.00 ip.;0.024;;;;;
3459;02.05.21 klo 04.00.00 ip.;0.024;;;;;
3460;02.05.21 klo 05.00.00 ip.;0.024;;;;;
3461;02.05.21 klo 06.00.00 ip.;0.024;;;;;
3462;02.05.21 klo 07.00.00 ip.;0.024;;;;;
3463;02.05.21 klo 08.00.00 ip.;0.024;;;;;
3464;02.05.21 klo 09.00.00 ip.;0.024;;;;;
3465;02.05.21 klo 10.00.00 ip.;0.024;;;;;
3466;02.05.21 klo 11.00.00 ip.;0.024;;;;;
3467;02.06.21 klo 12.00.00 ap.;0.024;;;;;
3468;02.06.21 klo 01.00.00 ap.;0.024;;;;;
3469;02.06.21 klo 02.00.00 ap.;0.024;;;;;
3470;02.06.21 klo 03.00.00 ap.;0.024;;;;;
3471;02.06.21 klo 04.00.00 ap.;0.024;;;;;
3472;02.06.21 klo 05.00.00 ap.;0.024;;;;;
3473;02.06.21 klo 06.00.00 ap.;0.024;;;;;
3474;02.06.21 klo 07.00.00 ap.;0.024;;;;;
3475;02.06.21 klo 08.00.00 ap.;0.024;;;;;
3476;02.06.21 klo 09.00.00 ap.;0.024;;;;;
3477;02.06.21 klo 10.00.00 ap.;0.024;;;;;
3478;02.06.21 klo 11.00.00 ap.;0.024;;;;;
3479;02.06.21 klo 12.00.00 ip.;0.024;;;;;
3480;02.06.21 klo 01.00.00 ip.;0.024;;;;;
3481;02.06.21 klo 02.00.00 ip.;0.024;;;;;
3482;02.06.21 klo 03.00.00 ip.;0.024;;;;;
3483;02.06.21 klo 04.00.00 ip.;0.024;;;;;
3484;02.06.21 klo 05.00.00 ip.;0.024;;;;;
3485;02.06.21 klo 06.00.00 ip.;0.024;;;;;
3486;02.06.21 klo 07.00.00 ip.;0.024;;;;;
3487;02.06.21 klo 08.00.00 ip.;0.024;;;;;
3488;02.06.21 klo 09.00.00 ip.;0.024;;;;;
3489;02.06.21 klo 10.00.00 ip.;0.024;;;;;
3490;02.06.21 klo 11.00.00 ip.;0.024;;;;;
3491;02.07.21 klo 12.00.00 ap.;0.024;;;;;
3492;02.07.21 klo 01.00.00 ap.;0.024;;;;;
3493;02.07.21 klo 02.00.00 ap.;0.024;;;;;
3494;02.07.21 klo 03.00.00 ap.;0.024;;;;;
3495;02.07.21 klo 04.00.00 ap.;0.024;;;;;
3496;02.07.21 klo 05.00.00 ap.;0.024;;;;;
3497;02.07.21 klo 06.00.00 ap.;0.024;;;;;
3498;02.07.21 klo 07.00.00 ap.;0.024;;;;;
3499;02.07.21 klo 08.00.00 ap.;0.024;;;;;
3500;02.07.21 klo 09.00.00 ap.;0.024;;;;;
3501;02.07.21 klo 10.00.00 ap.;0.024;;;;;
3502;02.07.21 klo 11.00.00 ap.;0.024;;;;;
3503;02.07.21 klo 12.00.00 ip.;0.024;;;;;
3504;02.07.21 klo 01.00.00 ip.;0.024;;;;;
3505;02.07.21 klo 02.00.00 ip.;0.024;;;;;
3506;02.07.21 klo 03.00.00 ip.;0.024;;;;;
3507;02.07.21 klo 04.00.00 ip.;0.024;;;;;
3508;02.07.21 klo 05.00.00 ip.;0.024;;;;;
3509;02.07.21 klo 06.00.00 ip.;0.024;;;;;
3510;02.07.21 klo 07.00.00 ip.;0.024;;;;;
3511;02.07.21 klo 08.00.00 ip.;0.024;;;;;
3512;02.07.21 klo 09.00.00 ip.;0.024;;;;;
3513;02.07.21 klo 10.00.00 ip.;0.024;;;;;
3514;02.07.21 klo 11.00.00 ip.;0.024;;;;;
3515;02.08.21 klo 12.00.00 ap.;0.024;;;;;
3516;02.08.21 klo 01.00.00 ap.;0.024;;;;;
3517;02.08.21 klo 02.00.00 ap.;0.024;;;;;
3518;02.08.21 klo 03.00.00 ap.;0.024;;;;;
3519;02.08.21 klo 04.00.00 ap.;0.024;;;;;
3520;02.08.21 klo 05.00.00 ap.;0.024;;;;;
3521;02.08.21 klo 06.00.00 ap.;0.024;;;;;
3522;02.08.21 klo 07.00.00 ap.;0.024;;;;;
3523;02.08.21 klo 08.00.00 ap.;0.024;;;;;
3524;02.08.21 klo 09.00.00 ap.;0.024;;;;;
3525;02.08.21 klo 10.00.00 ap.;0.024;;;;;
3526;02.08.21 klo 11.00.00 ap.;0.024;;;;;
3527;02.08.21 klo 12.00.00 ip.;0.024;;;;;
3528;02.08.21 klo 01.00.00 ip.;0.024;;;;;
3529;02.08.21 klo 02.00.00 ip.;0.024;;;;;
3530;02.08.21 klo 03.00.00 ip.;0.024;;;;;
3531;02.08.21 klo 04.00.00 ip.;0.024;;;;;
3532;02.08.21 klo 05.00.00 ip.;0.024;;;;;
3533;02.08.21 klo 06.00.00 ip.;0.024;;;;;
3534;02.08.21 klo 07.00.00 ip.;0.024;;;;;
3535;02.08.21 klo 08.00.00 ip.;0.024;;;;;
3536;02.08.21 klo 09.00.00 ip.;0.024;;;;;
3537;02.08.21 klo 10.00.00 ip.;0.024;;;;;
3538;02.08.21 klo 11.00.00 ip.;0.024;;;;;
3539;02.09.21 klo 12.00.00 ap.;0.024;;;;;
3540;02.09.21 klo 01.00.00 ap.;0.024;;;;;
3541;02.09.21 klo 02.00.00 ap.;0.024;;;;;
3542;02.09.21 klo 03.00.00 ap.;0.024;;;;;
3543;02.09.21 klo 04.00.00 ap.;0.024;;;;;
3544;02.09.21 klo 05.00.00 ap.;0.024;;;;;
3545;02.09.21 klo 06.00.00 ap.;0.024;;;;;
3546;02.09.21 klo 07.00.00 ap.;0.024;;;;;
3547;02.09.21 klo 08.00.00 ap.;0.024;;;;;
3548;02.09.21 klo 09.00.00 ap.;0.024;;;;;
3549;02.09.21 klo 10.00.00 ap.;0.024;;;;;
3550;02.09.21 klo 11.00.00 ap.;0.024;;;;;
3551;02.09.21 klo 12.00.00 ip.;0.024;;;;;
3552;02.09.21 klo 01.00.00 ip.;0.024;;;;;
3553;02.09.21 klo 02.00.00 ip.;0.024;;;;;
3554;02.09.21 klo 03.00.00 ip.;0.024;;;;;
3555;02.09.21 klo 04.00.00 ip.;0.024;;;;;
3556;02.09.21 klo 05.00.00 ip.;0.024;;;;;
3557;02.09.21 klo 06.00.00 ip.;0.024;;;;;
3558;02.09.21 klo 07.00.00 ip.;0.024;;;;;
3559;02.09.21 klo 08.00.00 ip.;0.024;;;;;
3560;02.09.21 klo 09.00.00 ip.;0.024;;;;;
3561;02.09.21 klo 10.00.00 ip.;0.024;;;;;
3562;02.09.21 klo 11.00.00 ip.;0.024;;;;;
3563;02.10.21 klo 12.00.00 ap.;0.024;;;;;
3564;02.10.21 klo 01.00.00 ap.;0.024;;;;;
3565;02.10.21 klo 02.00.00 ap.;0.024;;;;;
3566;02.10.21 klo 03.00.00 ap.;0.024;;;;;
3567;02.10.21 klo 04.00.00 ap.;0.024;;;;;
3568;02.10.21 klo 05.00.00 ap.;0.024;;;;;
3569;02.10.21 klo 06.00.00 ap.;0.024;;;;;
3570;02.10.21 klo 07.00.00 ap.;0.024;;;;;
3571;02.10.21 klo 08.00.00 ap.;0.024;;;;;
3572;02.10.21 klo 09.00.00 ap.;0.024;;;;;
3573;02.10.21 klo 10.00.00 ap.;0.024;;;;;
3574;02.10.21 klo 11.00.00 ap.;0.024;;;;;
3575;02.10.21 klo 12.00.00 ip.;0.024;;;;;
3576;02.10.21 klo 01.00.00 ip.;0.024;;;;;
3577;02.10.21 klo 02.00.00 ip.;0.024;;;;;
3578;02.10.21 klo 03.00.00 ip.;0.024;;;;;
3579;02.10.21 klo 04.00.00 ip.;0.024;;;;;
3580;02.10.21 klo 05.00.00 ip.;0.024;;;;;
3581;02.10.21 klo 06.00.00 ip.;0.024;;;;;
3582;02.10.21 klo 07.00.00 ip.;0.024;;;;;
3583;02.10.21 klo 08.00.00 ip.;0.024;;;;;
3584;02.10.21 klo 09.00.00 ip.;0.024;;;;;
3585;02.10.21 klo 10.00.00 ip.;0.024;;;;;
3586;02.10.21 klo 11.00.00 ip.;0.024;;;;;
3587;02.11.21 klo 12.00.00 ap.;0.024;;;;;
3588;02.11.21 klo 01.00.00 ap.;0.024;;;;;
3589;02.11.21 klo 02.00.00 ap.;0.024;;;;;
3590;02.11.21 klo 03.00.00 ap.;0.024;;;;;
3591;02.11.21 klo 04.00.00 ap.;0.024;;;;;
3592;02.11.21 klo 05.00.00 ap.;0.024;;;;;
3593;02.11.21 klo 06.00.00 ap.;0.024;;;;;
3594;02.11.21 klo 07.00.00 ap.;0.024;;;;;
3595;02.11.21 klo 08.00.00 ap.;0.024;;;;;
3596;02.11.21 klo 09.00.00 ap.;0.024;;;;;
3597;02.11.21 klo 10.00.00 ap.;0.024;;;;;
3598;02.11.21 klo 11.00.00 ap.;0.024;;;;;
3599;02.11.21 klo 12.00.00 ip.;0.024;;;;;
3600;02.11.21 klo 01.00.00 ip.;0.024;;;;;
3601;02.11.21 klo 02.00.00 ip.;0.024;;;;;
3602;02.11.21 klo 03.00.00 ip.;0.024;;;;;
3603;02.11.21 klo 04.00.00 ip.;0.024;;;;;
3604;02.11.21 klo 05.00.00 ip.;0.024;;;;;
3605;02.11.21 klo 06.00.00 ip.;0.024;;;;;
3606;02.11.21 klo 07.00.00 ip.;0.024;;;;;
3607;02.11.21 klo 08.00.00 ip.;0.024;;;;;
3608;02.11.21 klo 09.00.00 ip.;0.024;;;;;
3609;02.11.21 klo 10.00.00 ip.;0.024;;;;;
3610;02.11.21 klo 11.00.00 ip.;0.024;;;;;
3611;02.12.21 klo 12.00.00 ap.;0.024;;;;;
3612;02.12.21 klo 01.00.00 ap.;0.024;;;;;
3613;02.12.21 klo 02.00.00 ap.;0.024;;;;;
3614;02.12.21 klo 03.00.00 ap.;0.024;;;;;
3615;02.12.21 klo 04.00.00 ap.;0.024;;;;;
3616;02.12.21 klo 05.00.00 ap.;0.024;;;;;
3617;02.12.21 klo 06.00.00 ap.;0.024;;;;;
3618;02.12.21 klo 07.00.00 ap.;0.024;;;;;
3619;02.12.21 klo 08.00.00 ap.;0.024;;;;;
3620;02.12.21 klo 09.00.00 ap.;0.024;;;;;
3621;02.12.21 klo 10.00.00 ap.;0.024;;;;;
3622;02.12.21 klo 11.00.00 ap.;0.024;;;;;
3623;02.12.21 klo 12.00.00 ip.;0.024;;;;;
3624;02.12.21 klo 01.00.00 ip.;0.024;;;;;
3625;02.12.21 klo 02.00.00 ip.;0.024;;;;;
3626;02.12.21 klo 03.00.00 ip.;0.024;;;;;
3627;02.12.21 klo 04.00.00 ip.;0.024;;;;;
3628;02.12.21 klo 05.00.00 ip.;0.024;;;;;
3629;02.12.21 klo 06.00.00 ip.;0.024;;;;;
3630;02.12.21 klo 07.00.00 ip.;0.024;;;;;
3631;02.12.21 klo 08.00.00 ip.;0.024;;;;;
3632;02.12.21 klo 09.00.00 ip.;0.024;;;;;
3633;02.12.21 klo 10.00.00 ip.;0.024;;;;;
3634;02.12.21 klo 11.00.00 ip.;0.024;;;;;
3635;02.13.21 klo 12.00.00 ap.;0.024;;;;;
3636;02.13.21 klo 01.00.00 ap.;0.024;;;;;
3637;02.13.21 klo 02.00.00 ap.;0.024;;;;;
3638;02.13.21 klo 03.00.00 ap.;0.024;;;;;
3639;02.13.21 klo 04.00.00 ap.;0.024;;;;;
3640;02.13.21 klo 05.00.00 ap.;0.024;;;;;
3641;02.13.21 klo 06.00.00 ap.;0.024;;;;;
3642;02.13.21 klo 07.00.00 ap.;0.024;;;;;
3643;02.13.21 klo 08.00.00 ap.;0.024;;;;;
3644;02.13.21 klo 09.00.00 ap.;0.024;;;;;
3645;02.13.21 klo 10.00.00 ap.;0.024;;;;;
3646;02.13.21 klo 11.00.00 ap.;0.024;;;;;
3647;02.13.21 klo 12.00.00 ip.;0.024;;;;;
3648;02.13.21 klo 01.00.00 ip.;0.024;;;;;
